532.168457,532.709167,528.533081,530.557373,614321.000000,714.484924,0.725988,33.397202,-0.052529,13.612000,-0.199897,777.251770,0.413359,0.119592,41.251713,39.668831,209.751282,1249.930908,1273.515015,1238.626099,782.389893,821.658447,863.284546,1260.822998,689.427124,873.247803,99.263702,1714.325317,55.595360,1334.332520,51.508583,55.748268,53.740761,54.329868,0.233530,-0.254120,3.961364,91.717674,33.992367,4420730.000000,90.156334,89.020874,5.349056,6.939007,2973.233398,1.447373,82.516396,6.216299,6.800321,5.581248,1.732333,2.715981,4.509983,328.176025,118.633606,2.002042,2.375711,-1.329786,0.103690,1.282373,-0.884730,5.438245,5.225419,3.970010,97.173592,6.317911,9.218128,110.264572,-0.188448,6556.191895,5862.733887,1.021489,1.227767,-0.496260,0.520574,3.529498,95.307510,2.009051,102.021950,3.944392,28690.630859,26939.947266,1168848.375000,12258.644531,2322.080811,1369.553955,17381.730469,1394.374023,7522.709961
531.332581,532.017456,527.840027,529.811951,612950.250000,714.171143,0.724016,33.420830,-0.053925,13.584441,-0.203643,777.074951,0.407003,0.119751,41.254631,39.688171,209.424072,1248.371582,1272.718384,1237.775024,782.248413,821.039856,862.788757,1259.076660,688.811157,872.363586,99.198410,1713.324341,55.531761,1333.892090,51.403488,55.634495,53.630001,54.255623,0.237595,-0.307354,3.962042,91.653603,33.990955,4420691.500000,90.156425,89.020935,5.351674,6.938099,2972.818848,1.448033,82.493416,6.219248,6.794493,5.580098,1.730059,2.714104,4.511805,328.401703,117.505554,2.002203,2.375547,-1.323959,0.101779,1.270054,-0.884518,5.430835,5.225306,3.971343,97.178040,6.298635,9.236340,110.256500,-0.193033,6555.996094,5862.687012,1.018381,1.227986,-0.497965,0.519236,3.530253,95.304787,2.012061,102.040016,3.935966,28684.109375,26930.513672,1168817.000000,12247.152344,2318.189941,1367.303101,17360.638672,1393.188843,7513.625000
528.489685,529.707642,525.683594,527.496277,608447.250000,713.218079,0.723522,33.353806,-0.057948,13.499712,-0.215119,776.478455,0.386446,0.121968,41.258606,39.692673,208.594757,1244.725098,1270.739624,1235.483154,780.399658,817.760498,861.766724,1255.091553,687.332642,868.500122,98.961876,1710.336914,55.250755,1332.678223,51.013069,55.203316,53.215088,53.932701,0.262581,-0.443974,3.964344,91.433899,33.992516,4420381.500000,90.153969,89.014297,5.372834,6.967445,2971.079834,1.445097,82.467178,6.265788,6.808302,5.581982,1.719917,2.705206,4.516361,328.960358,115.936768,2.002839,2.375472,-1.300516,0.099164,1.245493,-0.886675,5.389311,5.225339,3.975423,97.188469,6.284796,9.337234,110.241669,-0.203430,6553.361328,5860.296875,0.998490,1.227628,-0.502246,0.512407,3.536036,95.300858,2.013396,102.074493,3.932560,28639.970703,26881.130859,1168610.000000,12219.157227,2308.816162,1361.637939,17325.882812,1388.764160,7486.998047
525.747070,527.164307,523.303955,525.173279,603294.875000,712.073059,0.719836,33.413506,-0.062557,13.393851,-0.227945,775.806946,0.371102,0.123618,41.262146,39.776241,207.454269,1242.155396,1269.660400,1235.058105,780.464844,816.582153,860.952393,1251.959473,686.179321,866.578491,98.782211,1711.554443,55.161350,1334.026611,50.855816,54.970654,52.977745,53.775455,0.285120,-0.652084,3.964732,91.401711,33.992687,4419841.000000,90.151924,89.011574,5.380340,6.999491,2969.044434,1.443786,82.340271,6.237585,6.729139,5.575896,1.721119,2.709790,4.516288,329.652222,112.641174,2.015704,2.377999,-1.222456,0.091646,1.201802,-0.888044,5.370816,5.225418,3.974906,97.203972,6.273161,9.468651,110.226639,-0.221902,6557.899414,5865.337891,1.002627,1.226517,-0.512425,0.509512,3.535744,95.223373,2.022325,102.114464,3.908742,28598.873047,26854.158203,1168285.750000,12188.611328,2295.056641,1355.247803,17280.425781,1384.782593,7459.231445
526.964905,527.821594,524.035400,525.682373,604653.375000,713.034302,0.759364,32.705200,-0.054120,13.553127,-0.213877,776.071411,0.413339,0.121810,41.225883,39.621056,210.158264,1250.180542,1271.186768,1234.580933,772.304749,811.208984,862.792114,1257.554077,689.228760,862.402710,99.102310,1718.131958,55.173801,1338.452148,50.914673,55.114952,52.965260,53.795807,0.237860,-0.375641,3.963273,91.211090,34.026936,4419690.500000,90.149414,89.003571,5.347032,6.690378,2969.687256,1.428154,82.420013,6.168045,6.662837,5.612105,1.716975,2.708129,4.510212,329.416443,120.175171,1.951935,2.368309,-1.599049,0.079063,1.186493,-0.893698,5.309172,5.226489,3.977132,97.206497,6.426134,9.333035,110.264923,-0.251884,6544.004883,5857.802246,0.992488,1.217111,-0.512197,0.495853,3.542361,94.999786,1.983171,102.057350,3.855395,28644.839844,26844.576172,1168420.000000,12251.806641,2315.849121,1367.008057,17423.361328,1386.580200,7490.343262
529.651978,530.193848,526.365234,528.132385,609782.750000,714.115540,0.762305,32.696201,-0.049866,13.645491,-0.201600,776.731873,0.428132,0.120786,41.224747,39.565742,211.183151,1253.760010,1272.977661,1236.427002,773.392029,813.327454,863.952515,1261.610840,690.651001,866.039978,99.283623,1718.774170,55.347664,1338.079102,51.199524,55.440636,53.292557,54.009815,0.226421,-0.173485,3.962305,91.376045,34.025173,4420151.000000,90.151306,89.006676,5.339334,6.702070,2971.511230,1.429451,82.519913,6.183800,6.712331,5.613705,1.720615,2.709955,4.508070,328.793701,122.968201,1.951694,2.368072,-1.609661,0.085765,1.228112,-0.892218,5.337088,5.226479,3.974669,97.191605,6.453018,9.245819,110.278343,-0.233541,6542.424316,5856.053711,0.996802,1.218462,-0.503193,0.500472,3.541433,95.054955,1.977322,102.014450,3.886230,28674.894531,26877.242188,1168705.250000,12284.884766,2328.827148,1373.565796,17468.480469,1390.439941,7516.572266
527.798584,528.606506,524.803772,526.449951,606700.750000,713.477417,0.762154,32.675026,-0.052279,13.595905,-0.209003,776.348511,0.417519,0.121095,41.227886,39.596405,210.695648,1251.108398,1271.352295,1234.540405,772.276245,811.354980,863.037170,1258.223755,689.568726,863.724854,99.162598,1717.354736,55.207222,1337.639282,50.973217,55.198189,53.040428,53.841103,0.232887,-0.267704,3.963723,91.219551,34.025631,4420035.500000,90.151199,89.005821,5.342209,6.672016,2970.575439,1.429143,82.472466,6.183045,6.688308,5.614588,1.715159,2.706002,4.511460,329.318451,121.120361,1.946649,2.366884,-1.628458,0.079698,1.196783,-0.892384,5.313271,5.226353,3.977717,97.202591,6.427919,9.281155,110.263260,-0.247875,6540.646484,5855.433594,0.988929,1.217965,-0.507221,0.495922,3.544007,95.020844,1.980236,102.050362,3.861771,28662.367188,26854.087891,1168642.500000,12265.214844,2321.887695,1369.585449,17435.189453,1387.785278,7498.152344
524.953430,526.103638,522.290710,523.802246,601754.937500,712.400696,0.757716,32.740807,-0.056675,13.506536,-0.221616,775.741333,0.400303,0.121016,41.235809,39.684834,209.683868,1246.432861,1268.766846,1231.872192,771.686584,809.343262,861.400269,1252.371704,687.665649,860.993408,98.980431,1715.657227,55.051163,1337.235474,50.683952,54.877415,52.705280,53.638382,0.240719,-0.452744,3.965560,91.026627,34.022934,4419866.000000,90.152023,89.007652,5.341376,6.629097,2969.155762,1.431197,82.359657,6.158033,6.624775,5.611068,1.710059,2.703572,4.516486,330.226105,116.922607,1.944016,2.365870,-1.631889,0.068691,1.139734,-0.891423,5.289012,5.226003,3.981488,97.221939,6.367853,9.335472,110.234528,-0.271968,6540.635742,5857.027344,0.985145,1.217743,-0.515070,0.491032,3.545400,94.960922,1.990548,102.117744,3.814251,28648.525391,26828.906250,1168543.750000,12228.524414,2308.332764,1362.249756,17364.679688,1383.869507,7467.106445
524.543640,525.597107,521.885864,523.412170,600091.937500,712.179810,0.763479,32.606178,-0.056758,13.492420,-0.223263,775.513000,0.405588,0.122375,41.223141,39.657982,209.669128,1248.126953,1269.656006,1232.761597,770.124329,808.342163,861.965271,1254.362061,688.338623,858.805298,98.982666,1718.659912,55.025322,1339.495605,50.672150,54.843925,52.660976,53.601810,0.242777,-0.509552,3.964173,91.034981,34.033005,4419305.000000,90.147881,89.000397,5.346731,6.625429,2968.144531,1.424877,82.334648,6.139463,6.596930,5.615948,1.712840,2.706799,4.511695,330.072388,118.441040,1.942430,2.366858,-1.646090,0.069062,1.139513,-0.895433,5.273057,5.226604,3.979749,97.222542,6.423279,9.393467,110.253983,-0.276378,6542.796387,5858.468262,0.987284,1.214579,-0.520267,0.489052,3.544760,94.902809,1.983239,102.094200,3.814498,28625.558594,26813.669922,1168225.750000,12231.646484,2307.191650,1362.762451,17399.535156,1383.110840,7468.975098
516.352478,518.253540,515.063232,516.323669,584667.500000,709.294434,0.776399,32.208588,-0.066994,13.252426,-0.256873,773.598145,0.370264,0.128765,41.209106,39.698994,207.620651,1242.562622,1266.074341,1228.703613,762.844971,798.581543,860.195801,1246.928711,685.893738,846.016052,98.457695,1720.198486,54.409180,1342.891968,49.807838,53.831932,51.613121,52.831009,0.296959,-0.990261,3.966751,90.537537,34.056213,4417518.500000,90.136490,88.976685,5.385051,6.594666,2961.983398,1.407060,82.120567,6.133820,6.464683,5.628538,1.697970,2.699690,4.512854,331.732422,115.327942,1.934557,2.367318,-1.660831,0.050136,1.029767,-0.906132,5.142279,5.227647,3.985604,97.263832,6.483656,9.737209,110.241150,-0.335030,6541.691406,5859.776367,0.957594,1.206268,-0.545535,0.467724,3.555514,94.661392,1.977015,102.167366,3.752971,28494.017578,26679.496094,1167203.375000,12165.986328,2278.680908,1348.883301,17360.330078,1370.425903,7399.110840
